id,title,price,make_date,kilometrage,engine,fuel_id,body_type_id,number_of_doors,wheel_drive,gearbox,condition_type,color,damaged,steering_wheel,mot_date,wheel_radius,weight,number_of_seats,origin_country,euro_id,co2,fuel_cons_urban,fuel_cons_extra_urban,fuel_cons_combined,image
https://m.autoplius.lt/skelbimai/bmw-530-gran-turismo-3-0-l-hecbekas-2010-dyzelinas-23429927.html,BMW 530 Gran Turismo,10 550 €,Pagaminimo data: 2010,Rida: 332 763 km,"Variklis: 2993 cm³, 245 AG (180kW)",Kuro tipas: Dyzelinas,Kuro tipas: Dyzelinas,Durų skaičius: 4/5,Varantieji ratai: Galiniai,Pavarų dėžė: Automatinė,,Spalva: Geltona / aukso,Defektai: Be defektų,Vairo padėtis: Kairėje,Tech. apžiūra iki: 2024-02,Ratlankių skersmuo: R19,,Sėdimų vietų skaičius: 5,Pirmosios registracijos šalis: Suomija,,"CO₂ emisija, g/km: ~ 173 g/km",,,,e952d6ae-2a5e-4e9e-809d-63e10f8e5bfa.jpg
https://m.autoplius.lt/skelbimai/bmw-530-gran-turismo-3-0-l-hecbekas-2010-dyzelinas-23527837.html,BMW 530 Gran Turismo,10 600 €,Pagaminimo data: 2010-12,Rida: 283 000 km,"Variklis: 2993 cm³, 245 AG (180kW)",Kuro tipas: Dyzelinas,Kuro tipas: Dyzelinas,Durų skaičius: 4/5,,Pavarų dėžė: Automatinė,,Spalva: Pilka / sidabrinė,Defektai: Be defektų,Vairo padėtis: Kairėje,Tech. apžiūra iki: 2024-11,,,Sėdimų vietų skaičius: 5,Pirmosios registracijos šalis: Vokietija,,"CO₂ emisija, g/km: ~ 173 g/km",,,,475d2eb5-4053-4c51-8a80-aaa68954dc59.jpg
https://m.autoplius.lt/skelbimai/bmw-530-3-0-l-universalas-2011-dyzelinas-23443039.html,BMW 530,10 600 €,Pagaminimo data: 2011,Rida: 260 000 km,"Variklis: 2993 cm³, 245 AG (180kW)",Kuro tipas: Dyzelinas,Kuro tipas: Dyzelinas,Durų skaičius: 4/5,Varantieji ratai: Galiniai,Pavarų dėžė: Automatinė,Klimato valdymas: Klimato kontrolė,Spalva: Juoda,Defektai: Be defektų,Vairo padėtis: Kairėje,,Ratlankių skersmuo: R18,"Nuosava masė, kg: 1805",Sėdimų vietų skaičius: 5,,,"CO₂ emisija, g/km: 165 g/km",Mieste: 8,"Užmiestyje: 5,3","Vidutinės: 6,3",bb7a0427-3a1d-42f6-a2a7-1f169c60eb69.jpg
https://m.autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2013-dyzelinas-23541141.html,BMW 520,10 600 €,Pagaminimo data: 2013-12,Rida: 297 400 km,"Variklis: 1995 cm³, 184 AG (135kW)",Kuro tipas: Dyzelinas,Kuro tipas: Dyzelinas,Durų skaičius: 4/5,Varantieji ratai: Visi varantys (4х4),Pavarų dėžė: Automatinė,Klimato valdymas: Klimato kontrolė,Spalva: Kita,Defektai: Be defektų,Vairo padėtis: Kairėje,,,"Nuosava masė, kg: 1840",Sėdimų vietų skaičius: 5,,Euro standartas: Euro 6,"CO₂ emisija, g/km: 138 g/km","Mieste: 6,1","Užmiestyje: 4,7","Vidutinės: 5,2",83f26000-d953-4612-971c-9a0539eedb46.jpg
https://m.autoplius.lt/skelbimai/bmw-520-2-0-l-sedanas-2012-dyzelinas-21821294.html,BMW 520,10 650 €,Pagaminimo data: 2012-03,Rida: 305 075 km,"Variklis: 1995 cm³, 163 AG (120kW)",Kuro tipas: Dyzelinas,Kuro tipas: Dyzelinas,Durų skaičius: 4/5,Varantieji ratai: Galiniai,Pavarų dėžė: Automatinė,Klimato valdymas: Klimato kontrolė,Spalva: Juoda,Defektai: Be defektų,Vairo padėtis: Kairėje,,Ratlankių skersmuo: R17,"Nuosava masė, kg: 1625",Sėdimų vietų skaičius: 5,Pirmosios registracijos šalis: Belgija,Euro standartas: Euro 5,"CO₂ emisija, g/km: 123 g/km","Mieste: 6,4","Užmiestyje: 4,5","Vidutinės: 5,2",69209b1b-31d6-46bc-92bb-0a44aaf905aa.jpg
https://m.autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2012-dyzelinas-23201301.html,BMW 520,10 650 €,Pagaminimo data: 2012-07,Rida: 212 000 km,"Variklis: 1995 cm³, 184 AG (135kW)",Kuro tipas: Dyzelinas,Kuro tipas: Dyzelinas,Durų skaičius: 4/5,Varantieji ratai: Galiniai,Pavarų dėžė: Automatinė,Klimato valdymas: Klimato kontrolė,Spalva: Juoda,Defektai: Be defektų,Vairo padėtis: Kairėje,Tech. apžiūra iki: 2024-11,Ratlankių skersmuo: R19,"Nuosava masė, kg: 1715",Sėdimų vietų skaičius: 5,Pirmosios registracijos šalis: Suomija,Euro standartas: Euro 5,"CO₂ emisija, g/km: 139 g/km","Mieste: 6,5","Užmiestyje: 4,6","Vidutinės: 5,3",8d86d702-9e5a-4e83-b22d-d113044608b3.jpg
https://m.autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2014-dyzelinas-23423501.html,BMW 520,10 699 €,Pagaminimo data: 2014-12,Rida: 299 500 km,"Variklis: 1995 cm³, 190 AG (140kW)",Kuro tipas: Dyzelinas,Kuro tipas: Dyzelinas,Durų skaičius: 4/5,Varantieji ratai: Galiniai,Pavarų dėžė: Automatinė,Klimato valdymas: Klimato kontrolė,Spalva: Juoda,Defektai: Be defektų,Vairo padėtis: Kairėje,,Ratlankių skersmuo: R17,"Nuosava masė, kg: 1735",Sėdimų vietų skaičius: 5,Pirmosios registracijos šalis: Vokietija,Euro standartas: Euro 6,"CO₂ emisija, g/km: 118 g/km","Mieste: 5,2","Užmiestyje: 4,1","Vidutinės: 4,5",37ba0f29-8952-4361-98ff-f834370e788b.jpg
https://m.autoplius.lt/skelbimai/bmw-535-3-0-l-universalas-2010-dyzelinas-23477477.html,BMW 535,10 699 €,Pagaminimo data: 2010-10,Rida: 262 148 km,"Variklis: 2993 cm³, 299 AG (220kW)",Kuro tipas: Dyzelinas,Kuro tipas: Dyzelinas,Durų skaičius: 4/5,Varantieji ratai: Galiniai,Pavarų dėžė: Automatinė,Klimato valdymas: Klimato kontrolė,Spalva: Juoda,Defektai: Be defektų,Vairo padėtis: Kairėje,,Ratlankių skersmuo: R17,"Nuosava masė, kg: 1840",Sėdimų vietų skaičius: 5,,Euro standartas: Euro 5,"CO₂ emisija, g/km: 165 g/km","Mieste: 8,1","Užmiestyje: 5,3","Vidutinės: 6,3",6fa9d84b-b8bd-434f-901e-39b98011ee85.jpg
https://m.autoplius.lt/skelbimai/bmw-535-gran-turismo-3-0-l-hecbekas-2011-dyzelinas-23519189.html,BMW 535 Gran Turismo,10 700 €,Pagaminimo data: 2011-03,Rida: 289 200 km,"Variklis: 2993 cm³, 299 AG (220kW)",Kuro tipas: Dyzelinas,Kuro tipas: Dyzelinas,Durų skaičius: 4/5,Varantieji ratai: Visi varantys (4х4),Pavarų dėžė: Automatinė,Klimato valdymas: Oro kondicionierius,Spalva: Raudona / vyšninė,Defektai: Variklio defektas,Vairo padėtis: Kairėje,Tech. apžiūra iki: 2024-08,Ratlankių skersmuo: R18,,Sėdimų vietų skaičius: 5,Pirmosios registracijos šalis: Lietuva,Euro standartas: Euro 5,"CO₂ emisija, g/km: ~ 187 g/km",,,,927f7376-aa48-4096-ac27-0a25974f33e0.jpg
https://m.autoplius.lt/skelbimai/bmw-525-2-0-l-universalas-2013-dyzelinas-23426897.html,BMW 525,10 700 €,Pagaminimo data: 2013-09,Rida: 271 000 km,"Variklis: 1995 cm³, 218 AG (160kW)",Kuro tipas: Dyzelinas,Kuro tipas: Dyzelinas,Durų skaičius: 4/5,Varantieji ratai: Visi varantys (4х4),Pavarų dėžė: Automatinė,Klimato valdymas: Klimato kontrolė,,Defektai: Be defektų,Vairo padėtis: Kairėje,,Ratlankių skersmuo: R17,"Nuosava masė, kg: 1870",Sėdimų vietų skaičius: 5,Pirmosios registracijos šalis: Vokietija,Euro standartas: Euro 6,"CO₂ emisija, g/km: 142 g/km","Mieste: 6,2","Užmiestyje: 4,9","Vidutinės: 5,4",44e45a32-83cb-40fe-9cba-dc9790e63fcb.jpg
